timestamp,source,log_message,target_label,complexity
2025-08-02 16:44,ModernCRM,"nova.metadata.wsgi.server [req-189e6373-cac8-4dcd-9029-7cb80f2e114c - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2292829",HTTP Status,bert
9/5/2025 7:14,ModernHR,System reboot initiated by user User297.,System Notification,regex
10/23/2025 15:25,ModernCRM,User User838 logged out.,User Action,regex
8/2/2025 5:31,BillingSystem,Backup completed successfully.,System Notification,regex
2025-08-06 2:48,ModernHR,"nova.osapi_compute.wsgi.server [req-32b14e4d-90cd-4ecb-9171-0ede02691b36 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2646151",HTTP Status,bert
11/21/2025 8:19,ModernHR,Data replication for shard 2 was unsuccessful,Error,bert
11/27/2025 17:59,BillingSystem,System updated to version 3.3.2.,System Notification,regex
2025-11-26 10:50,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-dd3a90c6-4783-47d3-a7da-72b8a4ef98e3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2672410",HTTP Status,bert
2025-11-17 15:50,ModernHR,"nova.osapi_compute.wsgi.server [req-e8a40430-24a0-4317-859b-555bb76fb798 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2604382",HTTP Status,bert
3/23/2025 11:51,ThirdPartyAPI,Server 21 experienced an unanticipated restart during data reconciliation,Error,bert
2025-08-04 16:24,BillingSystem,"nova.osapi_compute.wsgi.server [req-44d3573a-0d2c-4610-85f3-f228ac82a1d1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2529991",HTTP Status,bert
4/28/2025 15:13,AnalyticsEngine,Email delivery problem affected system,Critical Error,bert
2025-03-07 16:02,BillingSystem,"nova.osapi_compute.wsgi.server [req-acc5bb0f-42fe-4bbc-ac8b-0bace2d3b906 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Status code -  404 len: 296 time: 0.0836670",HTTP Status,bert
2025-02-28 23:13,ModernCRM,"nova.osapi_compute.wsgi.server [req-7b894c1d-bfc0-4dca-afed-0b8ca7a93a72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2758210",HTTP Status,bert
2025-06-30 6:58,ModernCRM,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2025-06-21 12:43,ModernCRM,"nova.osapi_compute.wsgi.server [req-903eebb0-3535-4b76-80bf-7b37baa4daa0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1583 time: 0.1841609",HTTP Status,bert
2025-10-17 10:56,AnalyticsEngine,"nova.metadata.wsgi.server [req-610fdd1e-f55d-480e-866a-6effcc9d83ae - - - - -] 10.11.21.134,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2398081",HTTP Status,bert
2025-08-22 8:30,BillingSystem,"nova.osapi_compute.wsgi.server [req-c632929d-1bf8-43a4-afb7-0f32e2d3cdf3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2570438",HTTP Status,bert
2025-08-22 22:37,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-135542a4-6100-4643-83f4-c3d3271ac898 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2776730",HTTP Status,bert
2025-02-03 8:25,BillingSystem,"nova.compute.claims [req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert
2025-08-05 13:22,ModernCRM,"nova.metadata.wsgi.server [req-f9565d6d-171c-408f-8b5f-9e9792826f42 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Status code -  200 len: 124 time: 0.2197890",HTTP Status,bert
2025-08-27 6:23,BillingSystem,"nova.compute.claims [req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert
2025-06-07 19:23,ModernHR,"nova.osapi_compute.wsgi.server [req-330a4477-cfaf-485f-a5e9-69e0e9be0a4f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.3824501",HTTP Status,bert
2025-09-03 2:10,ModernHR,"nova.osapi_compute.wsgi.server [req-8e6482cd-ad01-4a71-92f9-2d218d014a8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.2944360",HTTP Status,bert
2025-01-07 1:51,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-86997220-e959-4cef-8315-723f20d4f1de 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2708549",HTTP Status,bert
2025-04-22 21:15,AnalyticsEngine,"nova.metadata.wsgi.server [req-3d7baa90-ec29-4386-a6c5-edd5ae651f45 - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 967 time: 0.2314420",HTTP Status,bert
7/6/2025 21:40,BillingSystem,System reboot initiated by user User159.,System Notification,regex
2025-09-18 20:47,ModernCRM,"nova.osapi_compute.wsgi.server [req-9d2c1d24-f157-464f-aa8c-17ebcdaac12b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2577691",HTTP Status,bert
6/30/2025 12:46,ThirdPartyAPI,Service outage due to email delivery problem,Critical Error,bert
8/25/2025 7:53,ThirdPartyAPI,Backup ended at 2025-11-24 19:02:55.,System Notification,regex
3/13/2025 7:09,BillingSystem,System reboot initiated by user User648.,System Notification,regex
3/14/2025 10:55,BillingSystem,User 3330 account experienced multiple login failures,Security Alert,bert
2025-08-02 8:24,ModernHR,"nova.osapi_compute.wsgi.server [req-e6509c84-a275-459c-b564-25fdbaa58cdc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2789471",HTTP Status,bert
5/3/2025 5:06,ThirdPartyAPI,Backup completed successfully.,System Notification,regex
2025-05-24 22:54,ModernHR,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert
2025-03-19 10:17,ModernCRM,"nova.osapi_compute.wsgi.server [req-c4fe12ee-96d2-455a-bd90-4456a7878d04 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2752299",HTTP Status,bert
1/21/2025 5:16,ModernCRM,System component is not functioning: component ID Component3,Critical Error,bert
2025-07-13 14:14,BillingSystem,"nova.osapi_compute.wsgi.server [req-ea4a360f-b853-46fe-af72-7db91c3346ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2724142",HTTP Status,bert
7/24/2025 2:13,ModernHR,User 9202 has admin privileges escalated,Security Alert,bert
2025-06-16 2:09,ThirdPartyAPI,"nova.metadata.wsgi.server [req-5eee7c2e-9d80-4668-869d-1d8f70d9b074 - - - - -] 10.11.21.136,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2191730",HTTP Status,bert
2025-08-31 14:27,ModernCRM,"nova.osapi_compute.wsgi.server [req-0ed561a5-fdf2-4b23-ab40-0f283f3da54e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.2693460",HTTP Status,bert
2025-04-30 14:39,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-25d4598c-81f0-4e79-87fd-228f3dc94aa7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2755768",HTTP Status,bert
7/27/2025 7:39,AnalyticsEngine,Unfixable issue identified in essential system module,Critical Error,bert
2025-03-06 19:40,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-4ce4f8fb-f692-4d80-b150-96bc30db03f0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2672279",HTTP Status,bert
2025-03-22 4:29,BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" Status code -  404 len: 176 time: 0.0011439",HTTP Status,bert
2025-04-03 4:57,ModernHR,"nova.compute.claims [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Total disk: 15 GB, used: 0.00 GB",Resource Usage,bert
1/18/2025 21:53,ModernCRM,Severe system crash found in core application component,Critical Error,bert
9/25/2025 23:35,ThirdPartyAPI,System reboot initiated by user User600.,System Notification,regex
2025-07-21 12:52,ModernCRM,"nova.osapi_compute.wsgi.server [req-c00498e9-c4a0-4e46-b680-c8e4927369f7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/17288ea8-cbf4-4f0e-94fe-853fd2735f29 HTTP/1.1"" RCODE  204 len: 203 time: 0.2726481",HTTP Status,bert
2025-06-07 0:46,ThirdPartyAPI,"nova.metadata.wsgi.server [req-b1e650c2-d691-43dc-bd4b-43a1cc250f36 - - - - -] 10.11.21.128,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Return code: 200 len: 264 time: 0.2413990",HTTP Status,bert
2025-11-05 7:44,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" RCODE  204 len: 203 time: 0.2560370",HTTP Status,bert
2025-04-10 15:20,ModernHR,"nova.osapi_compute.wsgi.server [req-3e88afc7-0acc-498b-b3ab-9a74aad4e4fa f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0880730",HTTP Status,bert
2025-11-13 1:13,BillingSystem,"nova.metadata.wsgi.server [req-c58fdf6b-7dad-448e-b06a-da2fd52415fc - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" Return code: 404 len: 176 time: 0.2187860",HTTP Status,bert
12/17/2025 2:28,ThirdPartyAPI,Disk cleanup completed successfully.,System Notification,regex
2025-08-01 20:46,ThirdPartyAPI,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" RCODE  200 len: 157 time: 0.0006261",HTTP Status,bert
2025-08-17 3:08,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-3d954aae-f4f5-47a6-9cf8-a8e00beeab93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2733018",HTTP Status,bert
3/26/2025 15:48,ThirdPartyAPI,"Server 31 has been flagged for suspicious activity, security review",Security Alert,bert
6/10/2025 15:27,BillingSystem,Shard 11 data replication task was terminated,Error,bert
11/5/2025 6:20,ThirdPartyAPI,User User132 logged in.,User Action,regex
11/19/2025 9:00,BillingSystem,Unapproved API login attempt from user 8007 recorded,Security Alert,bert
2025-11-09 11:34,ModernHR,"nova.osapi_compute.wsgi.server [req-4ca1aca1-840a-4512-b431-5533a9e02497 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1583 time: 0.1969190",HTTP Status,bert
5/18/2025 18:19,BillingSystem,Backup ended at 2025-08-06 22:28:29.,System Notification,regex
2025-06-18 3:42,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" RCODE  200 len: 124 time: 0.0006270",HTTP Status,bert
5/24/2025 11:08,AnalyticsEngine,System reboot initiated by user User120.,System Notification,regex
1/21/2025 23:32,BillingSystem,System configuration is experiencing errors,Critical Error,bert
9/3/2025 8:16,BillingSystem,"Warning: unusual patterns detected on server 2, security check advised",Security Alert,bert
8/15/2025 20:56,ThirdPartyAPI,Invalid login attempt made on secured account Account9649,Security Alert,bert
1/2/2025 2:36,ThirdPartyAPI,Service health check failure was caused by an expired SSL certificate.,Error,bert
11/15/2025 6:29,ThirdPartyAPI,Failed to replicate data for shard 4,Error,bert
4/21/2025 2:34,AnalyticsEngine,Shard 6 data transfer failed,Error,bert
2025-10-08 7:44,ModernHR,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2025-11-08 5:18,ModernHR,"nova.osapi_compute.wsgi.server [req-1f89dbfb-bbfe-45ca-8162-110e3c405711 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2716691",HTTP Status,bert
2025-01-29 10:55,ModernHR,"nova.osapi_compute.wsgi.server [req-f632ae73-7d87-49f4-bdbf-3a0f06d197ed 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2486479",HTTP Status,bert
2025-11-21 18:42,ModernCRM,"nova.metadata.wsgi.server [req-fb8d5cd6-127f-4735-9c32-25567cf0d2d6 - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Status code -  200 len: 264 time: 0.2175281",HTTP Status,bert
2/12/2025 8:21,AnalyticsEngine,File data_4085.csv uploaded successfully by user User222.,System Notification,regex
1/1/2025 12:24,ThirdPartyAPI,User User187 logged in.,User Action,regex
2025-04-15 6:59,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-0b5ced27-6fb3-449b-a87f-1d9beaae3f62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2769639",HTTP Status,bert
11/6/2025 15:30,ThirdPartyAPI,Error in input format occurred during module X execution,Error,bert
3/18/2025 0:41,AnalyticsEngine,User 4508 was unable to authenticate for API access,Security Alert,bert
2025-07-02 13:37,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-96bb2855-71cc-4c4c-8ffb-03336d12219e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3673830",HTTP Status,bert
2/6/2025 9:20,BillingSystem,Admin privilege escalation alert for user 8532,Security Alert,bert
5/18/2025 13:51,ModernCRM,Backup completed successfully.,System Notification,regex
2025-12-10 6:01,ThirdPartyAPI,"nova.compute.claims [req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert
8/24/2025 1:51,ModernHR,System configuration has been tampered with,Critical Error,bert
3/14/2025 14:33,BillingSystem,"Server 46 has been compromised, potential security risk",Security Alert,bert
12/11/2025 19:15,ThirdPartyAPI,User User822 logged out.,User Action,regex
3/30/2025 12:13,AnalyticsEngine,SSL certificate validation errors resulted in a failed service health check.,Error,bert
2025-12-12 8:08,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-fc3464cd-8dd6-4fe9-a825-bb3b395eff72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2485340",HTTP Status,bert
2025-10-12 1:16,ModernCRM,"nova.osapi_compute.wsgi.server [req-2a3dc421-6604-42a7-9390-a18dc824d5d6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580249",HTTP Status,bert
2025-07-13 6:51,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-22455aab-13cf-4045-92e8-65371ef51485 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2603891",HTTP Status,bert
11/28/2025 11:06,ModernHR,System component is not functioning: component ID Component29,Critical Error,bert
9/28/2025 3:04,ModernCRM,Abnormal shutdown of server 13 happened during data transfer,Error,bert
2/28/2025 7:32,BillingSystem,Account with ID 1559 created by User136.,User Action,regex
1/28/2025 17:31,ThirdPartyAPI,Backup started at 2025-02-03 22:33:16.,System Notification,regex
12/15/2025 22:18,AnalyticsEngine,IP 192.168.237.233 flagged for potential security threat,Security Alert,bert
9/5/2025 3:51,AnalyticsEngine,System updated to version 5.0.6.,System Notification,regex
5/10/2025 19:49,ModernHR,Critical bug identified in main application module,Critical Error,bert
3/24/2025 8:14,ModernHR,Backup ended at 2025-08-18 12:18:47.,System Notification,regex
2025-09-06 20:54,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-694b3a2f-adf3-4093-9f3e-e97b12fc6bd3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2678900",HTTP Status,bert
2025-12-20 14:32,ModernCRM,"nova.osapi_compute.wsgi.server [req-79b9f95a-26b4-4b98-9f57-1896c54a0a33 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2017291",HTTP Status,bert
2025-09-10 19:34,ModernHR,"nova.osapi_compute.wsgi.server [req-c825e8ea-d765-4f39-9175-93cb0321be3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1916 time: 0.2741730",HTTP Status,bert
6/5/2025 20:36,ModernCRM,Backup completed successfully.,System Notification,regex
4/28/2025 4:07,ModernHR,API access denied due to unauthorized credentials for user 5914,Security Alert,bert
2/12/2025 8:09,BillingSystem,Unusual access attempt from 192.168.129.63 logged,Security Alert,bert
9/14/2025 11:53,BillingSystem,User User950 logged out.,User Action,regex
2025-06-23 3:19,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" Return code: 202 len: 733 time: 0.5126011",HTTP Status,bert
2025-02-08 11:55,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.139,10.11.10.1 ""GET /latest/meta-data/local-hostname HTTP/1.1"" status: 200 len: 130 time: 0.0008819",HTTP Status,bert
9/24/2025 12:10,BillingSystem,System updated to version 2.0.5.,System Notification,regex
2/24/2025 18:08,AnalyticsEngine,Critical system equipment failure: equipment ID Component10,Critical Error,bert
2025-08-14 18:24,BillingSystem,"nova.compute.claims [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert
2025-04-24 21:58,ModernHR,"nova.osapi_compute.wsgi.server [req-8a5b19ff-20d8-40e7-94d3-29b89f9b6987 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  404 len: 296 time: 0.0831139",HTTP Status,bert
5/1/2025 17:02,ModernCRM,Detected an unauthorized data extraction request,Security Alert,bert
2025-02-03 7:18,BillingSystem,"nova.osapi_compute.wsgi.server [req-2828889b-97b9-4cc6-9cf7-44c8f4e856b9 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  404 len: 296 time: 0.0839748",HTTP Status,bert
8/13/2025 4:38,ThirdPartyAPI,User User247 logged in.,User Action,regex
2025-01-20 1:31,ModernCRM,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Resource Usage,bert
2025-02-13 20:00,ModernHR,"nova.osapi_compute.wsgi.server [req-ab451068-9756-4ad9-9d18-5ceaa6424627 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0913219",HTTP Status,bert
2025-11-14 11:13,ModernHR,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage,bert
2025-01-09 19:25,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0006940",HTTP Status,bert
2025-03-09 16:28,ModernCRM,"nova.osapi_compute.wsgi.server [req-3e488ee5-f0f3-41b6-b0b1-894d043b6f5e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2681561",HTTP Status,bert
